timestamp,Lat,Lng,Accidents_Reported
2024-01-01 00:00:00,40.737454011884736,-73.97382943162641,1
2024-01-01 01:00:00,40.79507143064099,-73.9753021200928,4
2024-01-01 02:00:00,40.77319939418114,-73.9093745419479,4
2024-01-01 03:00:00,40.7598658484197,-73.97504538001505,2
2024-01-01 04:00:00,40.715601864044245,-73.97280502738714,3
2024-01-01 05:00:00,40.71559945203362,-73.9240601737582,4
2024-01-01 06:00:00,40.705808361216825,-73.95502601575495,3
2024-01-01 07:00:00,40.786617614577494,-73.92232894430448,0
2024-01-01 08:00:00,40.76011150117432,-73.99346338424357,3
2024-01-01 09:00:00,40.7708072577796,-73.95124288063266,1
2024-01-01 10:00:00,40.702058449429586,-73.99663863998167,1
2024-01-01 11:00:00,40.7969909852162,-73.99373467965447,4
2024-01-01 12:00:00,40.78324426408004,-73.90935625466557,3
2024-01-01 13:00:00,40.72123391106783,-73.98607546288824,4
2024-01-01 14:00:00,40.718182496720715,-73.94675793177248,2
2024-01-01 15:00:00,40.718340450985345,-73.95889043973993,1
2024-01-01 16:00:00,40.73042422429595,-73.96526566737411,4
2024-01-01 17:00:00,40.75247564316322,-73.91001666543127,2
2024-01-01 18:00:00,40.74319450186421,-73.99781766032245,4
2024-01-01 19:00:00,40.729122914019804,-73.93362103138244,3
2024-01-01 20:00:00,40.76118528947224,-73.90366055657866,3
2024-01-01 21:00:00,40.71394938606521,-73.94398318165382,3
2024-01-01 22:00:00,40.72921446485352,-73.9063177537967,3
2024-01-01 23:00:00,40.73663618432937,-73.99477421207139,0
2024-01-02 00:00:00,40.74560699842171,-73.95812066809259,2
2024-01-02 01:00:00,40.7785175961393,-73.9739842209038,2
2024-01-02 02:00:00,40.719967378215834,-73.92691790350193,3
2024-01-02 03:00:00,40.75142344384136,-73.90187029095028,0
2024-01-02 04:00:00,40.7592414568862,-73.97434699375557,3
2024-01-02 05:00:00,40.704645041272,-73.9345825398526,0
2024-01-02 06:00:00,40.76075448519014,-73.98019023672403,3
2024-01-02 07:00:00,40.71705241236873,-73.94346697454284,1
2024-01-02 08:00:00,40.70650515929853,-73.95360675133117,1
2024-01-02 09:00:00,40.79488855372533,-73.90279946703686,4
2024-01-02 10:00:00,40.79656320330745,-73.93914727273035,3
2024-01-02 11:00:00,40.78083973481164,-73.96504936279132,2
2024-01-02 12:00:00,40.73046137691734,-73.9885904215112,4
2024-01-02 13:00:00,40.70976721140064,-73.98487531712651,1
2024-01-02 14:00:00,40.768423302651215,-73.97746830700488,3
2024-01-02 15:00:00,40.74401524937396,-73.97490333386597,4
2024-01-02 16:00:00,40.71220382348448,-73.9149383942159,3
2024-01-02 17:00:00,40.74951769101113,-73.94387772117175,1
2024-01-02 18:00:00,40.703438852111525,-73.94766090886256,4
2024-01-02 19:00:00,40.79093204020788,-73.98852311281308,1
2024-01-02 20:00:00,40.72587799816,-73.91398603066506,0
2024-01-02 21:00:00,40.7662522284354,-73.92771856967916,1
2024-01-02 22:00:00,40.731171107608944,-73.99323316381,3
2024-01-02 23:00:00,40.75200680211778,-73.92921649027703,2
2024-01-03 00:00:00,40.75467102793433,-73.94564617826573,1
2024-01-03 01:00:00,40.71848544555255,-73.99182746542532,2
2024-01-03 02:00:00,40.79695846277645,-73.95416993584713,0
2024-01-03 03:00:00,40.77751328233611,-73.95153037128699,4
2024-01-03 04:00:00,40.79394989415642,-73.98342254598367,4
2024-01-03 05:00:00,40.78948273504276,-73.90543018529998,2
2024-01-03 06:00:00,40.75978999788111,-73.91500246285194,4
2024-01-03 07:00:00,40.79218742350231,-73.9330977662671,1
2024-01-03 08:00:00,40.7088492502052,-73.95377044389994,2
2024-01-03 09:00:00,40.71959828624192,-73.95882344584155,3
2024-01-03 10:00:00,40.70452272889106,-73.93490265328491,1
2024-01-03 11:00:00,40.73253303307633,-73.94545681305931,1
2024-01-03 12:00:00,40.73886772896895,-73.99377268941181,1
2024-01-03 13:00:00,40.727134903177394,-73.94874973512297,3
2024-01-03 14:00:00,40.78287375091519,-73.91935963827672,0
2024-01-03 15:00:00,40.73567533266936,-73.95407601224031,4
2024-01-03 16:00:00,40.72809345096874,-73.99480434224458,2
2024-01-03 17:00:00,40.75426960831582,-73.9213721800616,0
2024-01-03 18:00:00,40.71409242249748,-73.97986362178641,2
2024-01-03 19:00:00,40.7802196980754,-73.9741379165112,4
2024-01-03 20:00:00,40.70745506436798,-73.98352936465677,3
2024-01-03 21:00:00,40.79868869366005,-73.96697849351285,1
2024-01-03 22:00:00,40.77722447692967,-73.92432484943114,1
2024-01-03 23:00:00,40.71987156815342,-73.9480614140496,3
2024-01-04 00:00:00,40.70055221171236,-73.97951187258494,0
2024-01-04 01:00:00,40.78154614284548,-73.9122169921848,0
2024-01-04 02:00:00,40.77068573438476,-73.91204181450485,2
2024-01-04 03:00:00,40.772900716804095,-73.91294215749541,3
2024-01-04 04:00:00,40.777127034668595,-73.97612037886185,0
2024-01-04 05:00:00,40.70740446517341,-73.9548760655819,3
2024-01-04 06:00:00,40.73584657285443,-73.90150103438592,4
2024-01-04 07:00:00,40.711586905952515,-73.922798752369,1
2024-01-04 08:00:00,40.786310342587555,-73.99728325787744,1
2024-01-04 09:00:00,40.76232981268276,-73.99347954087395,1
2024-01-04 10:00:00,40.73308980248527,-73.95360686231876,3
2024-01-04 11:00:00,40.7063558350286,-73.90907797941385,3
2024-01-04 12:00:00,40.73109823217157,-73.94612982020473,2
2024-01-04 13:00:00,40.73251833220267,-73.95021874919658,1
2024-01-04 14:00:00,40.7729606178338,-73.98945263000434,2
2024-01-04 15:00:00,40.76375574713552,-73.93432198952758,1
2024-01-04 16:00:00,40.78872127425763,-73.91778968393999,2
2024-01-04 17:00:00,40.747221492516196,-73.96195799924925,2
2024-01-04 18:00:00,40.711959424593836,-73.92243881490747,4
2024-01-04 19:00:00,40.7713244787223,-73.90355233460993,2
2024-01-04 20:00:00,40.77607850486169,-73.97962335408724,3
2024-01-04 21:00:00,40.75612771975695,-73.94766703688053,2
