timestamp,temperature,humidity
2024-01-01 00:00:00,52.05671017770773,86.43872060163142
2024-01-01 01:00:00,89.88692922962147,75.69249288456655
2024-01-01 02:00:00,41.4440331229724,71.77383561144862
2024-01-01 03:00:00,52.036826052578284,44.335729024671515
2024-01-01 04:00:00,27.64503540369564,37.11440598245703
2024-01-01 05:00:00,57.01795949517358,82.24995727712101
2024-01-01 06:00:00,72.2410298214278,30.352774160547057
2024-01-01 07:00:00,40.33627708829147,53.285785422061174
2024-01-01 08:00:00,42.25334813965136,46.65675017768001
2024-01-01 09:00:00,83.14812690547035,64.22257202092942
2024-01-01 10:00:00,20.77727917603828,45.030506153150085
2024-01-01 11:00:00,67.73530314125728,48.672321559698474
2024-01-01 12:00:00,49.54134762062127,81.00239129959161
2024-01-01 13:00:00,42.37853851711017,66.19132940427113
2024-01-01 14:00:00,69.31953741829079,38.7409516397621
2024-01-01 15:00:00,82.60013913422789,73.58829260974989
2024-01-01 16:00:00,61.879408724650524,42.447552088792705
2024-01-01 17:00:00,22.3320966457292,55.980295806748806
2024-01-01 18:00:00,54.605089311918206,68.7964342103576
2024-01-01 19:00:00,54.70699556704798,46.31577224744923
2024-01-01 20:00:00,60.784887110345586,53.04640888054753
2024-01-01 21:00:00,70.32191757826642,74.04897583824905
2024-01-01 22:00:00,21.448880265075534,86.27465720546061
2024-01-01 23:00:00,57.65094682998129,61.75470341756838
2024-01-02 00:00:00,64.1230827035443,30.598258293397365
2024-01-02 01:00:00,45.751503981203896,50.30782507450983
2024-01-02 02:00:00,70.12739199428248,53.91806009073207
2024-01-02 03:00:00,37.11332878468784,50.35041720013464
2024-01-02 04:00:00,43.80292498005887,56.17613166693376
2024-01-02 05:00:00,92.20665105682446,67.95997522910397
2024-01-02 06:00:00,46.105277814585506,37.267681619865186
2024-01-02 07:00:00,45.98756655243088,46.35783053205033
2024-01-02 08:00:00,64.67604768673365,60.458885161057474
2024-01-02 09:00:00,92.82314973950452,48.9343984907985
2024-01-02 10:00:00,93.73103344647502,89.46512028812157
2024-01-02 11:00:00,63.4743472757237,55.88588802224929
2024-01-02 12:00:00,20.08152648536994,82.18794921553297
2024-01-02 13:00:00,87.54924130762997,83.79059013683187
2024-01-02 14:00:00,62.76784734327861,80.160419983341
2024-01-02 15:00:00,47.44973062174519,32.81389445671007
2024-01-02 16:00:00,82.18963557619537,86.86480389680108
2024-01-02 17:00:00,49.98743445126538,37.72455372799062
2024-01-02 18:00:00,22.55333796501985,32.06421766285767
2024-01-02 19:00:00,81.58041672927641,54.86217647439345
2024-01-02 20:00:00,60.93945507648217,41.678041965471365
2024-01-02 21:00:00,45.36076536681472,41.05179177979417
2024-01-02 22:00:00,38.816928226538835,47.269176802569035
2024-01-02 23:00:00,64.53480945615692,44.90433631481129
2024-01-03 00:00:00,35.60371611688251,71.08772412900919
2024-01-03 01:00:00,44.28881649177524,41.2066383981642
2024-01-03 02:00:00,67.73977320604877,62.58709831183551
2024-01-03 03:00:00,86.1158337804449,89.18559276861178
2024-01-03 04:00:00,59.96677462936991,55.94294525737733
2024-01-03 05:00:00,76.93297987243194,68.51238652772619
2024-01-03 06:00:00,77.22954528222814,88.16230066379242
