time_str,latitude,longitude,traffic_vol
2024-01-01 00:00:00,40.737454011884736,-73.97382943162641,0.5727864380056492
2024-01-01 01:00:00,40.79507143064099,-73.9753021200928,0.15944977703994406
2024-01-01 02:00:00,40.77319939418114,-73.9093745419479,0.9753114120847631
2024-01-01 03:00:00,40.7598658484197,-73.97504538001505,0.4240539117376534
2024-01-01 04:00:00,40.715601864044245,-73.97280502738714,0.5300806194218223
2024-01-01 05:00:00,40.71559945203362,-73.9240601737582,0.4197555768132304
2024-01-01 06:00:00,40.705808361216825,-73.95502601575495,0.7142605571045801
2024-01-01 07:00:00,40.786617614577494,-73.92232894430448,0.6960089424966337
2024-01-01 08:00:00,40.76011150117432,-73.99346338424357,0.7437900794762221
2024-01-01 09:00:00,40.7708072577796,-73.95124288063266,0.3413289066507288
2024-01-01 10:00:00,40.702058449429586,-73.99663863998167,0.38410163304765943
2024-01-01 11:00:00,40.7969909852162,-73.99373467965447,0.21272610798658714
2024-01-01 12:00:00,40.78324426408004,-73.90935625466557,0.6899589746615014
2024-01-01 13:00:00,40.72123391106783,-73.98607546288824,0.1358174146020873
2024-01-01 14:00:00,40.718182496720715,-73.94675793177248,0.6379141019711132
2024-01-01 15:00:00,40.718340450985345,-73.95889043973993,0.8827262963664705
2024-01-01 16:00:00,40.73042422429595,-73.96526566737411,0.9017489334606702
2024-01-01 17:00:00,40.75247564316322,-73.91001666543127,0.5041339843329655
2024-01-01 18:00:00,40.74319450186421,-73.99781766032245,0.5133733193917664
2024-01-01 19:00:00,40.729122914019804,-73.93362103138244,0.16927226470721563
2024-01-01 20:00:00,40.76118528947224,-73.90366055657866,0.7036885228987322
2024-01-01 21:00:00,40.71394938606521,-73.94398318165382,0.839133478335561
2024-01-01 22:00:00,40.72921446485352,-73.9063177537967,0.32018954914424175
2024-01-01 23:00:00,40.73663618432937,-73.99477421207139,0.4791707934700282
2024-01-02 00:00:00,40.74560699842171,-73.95812066809259,0.8549554030887433
2024-01-02 01:00:00,40.7785175961393,-73.9739842209038,0.8894084208960592
2024-01-02 02:00:00,40.719967378215834,-73.92691790350193,0.3188619822378034
2024-01-02 03:00:00,40.75142344384136,-73.90187029095028,0.5955135710872278
2024-01-02 04:00:00,40.7592414568862,-73.97434699375557,0.27324383557224435
2024-01-02 05:00:00,40.704645041272,-73.9345825398526,0.1916908877256009
2024-01-02 06:00:00,40.76075448519014,-73.98019023672403,0.9200084512527618
2024-01-02 07:00:00,40.71705241236873,-73.94346697454284,0.8384567538088983
2024-01-02 08:00:00,40.70650515929853,-73.95360675133117,0.7840314116228565
2024-01-02 09:00:00,40.79488855372533,-73.90279946703686,0.14388968693182638
2024-01-02 10:00:00,40.79656320330745,-73.93914727273035,0.8593559134392317
2024-01-02 11:00:00,40.78083973481164,-73.96504936279132,0.49423966831484534
2024-01-02 12:00:00,40.73046137691734,-73.9885904215112,0.40815561096627373
2024-01-02 13:00:00,40.70976721140064,-73.98487531712651,0.5918287249228388
2024-01-02 14:00:00,40.768423302651215,-73.97746830700488,0.18221791845120025
2024-01-02 15:00:00,40.74401524937396,-73.97490333386597,0.7809818944171589
2024-01-02 16:00:00,40.71220382348448,-73.9149383942159,0.6241915691994663
2024-01-02 17:00:00,40.74951769101113,-73.94387772117175,0.2679310871858508
2024-01-02 18:00:00,40.703438852111525,-73.94766090886256,0.26940897979214107
2024-01-02 19:00:00,40.79093204020788,-73.98852311281308,0.2658237864154068
2024-01-02 20:00:00,40.72587799816,-73.91398603066506,0.1513021487967406
2024-01-02 21:00:00,40.7662522284354,-73.92771856967916,0.6290186044345163
2024-01-02 22:00:00,40.731171107608944,-73.99323316381,0.8563133598296573
2024-01-02 23:00:00,40.75200680211778,-73.92921649027703,0.11574839258864975
2024-01-03 00:00:00,40.75467102793433,-73.94564617826573,0.1441041804741462
2024-01-03 01:00:00,40.71848544555255,-73.99182746542532,0.6154932490182512
2024-01-03 02:00:00,40.79695846277645,-73.95416993584713,0.8375461168474471
2024-01-03 03:00:00,40.77751328233611,-73.95153037128699,0.39406500151177026
2024-01-03 04:00:00,40.79394989415642,-73.98342254598367,0.41465295892695
2024-01-03 05:00:00,40.78948273504276,-73.90543018529998,0.6367118477470983
2024-01-03 06:00:00,40.75978999788111,-73.91500246285194,0.3467916002117323
2024-01-03 07:00:00,40.79218742350231,-73.9330977662671,0.12394752946991572
2024-01-03 08:00:00,40.7088492502052,-73.95377044389994,0.7617056662914364
2024-01-03 09:00:00,40.71959828624192,-73.95882344584155,0.6630849216473078
2024-01-03 10:00:00,40.70452272889106,-73.93490265328491,0.6226803991500932
2024-01-03 11:00:00,40.73253303307633,-73.94545681305931,0.7675157160926408
2024-01-03 12:00:00,40.73886772896895,-73.99377268941181,0.7077077538058337
