time,lat,lng,is_emergency,time_key,lat_key,lng_key,historical_incidents,traffic_index,population_density,temperature,humidity,hour,day_of_week,hospital_distance,zone_id
2024-01-01 00:00:00,40.737454011884736,-73.97382943162641,0,2024-01-01 00:00:00,40.74,-73.97,1.0,0.5727864380056492,6.0,52.05671017770773,86.43872060163142,0,0,1.4887580013891555,1
2024-01-01 01:00:00,40.79507143064099,-73.9753021200928,1,2024-01-01 01:00:00,40.8,-73.98,4.0,0.159449777039944,4.0,89.88692922962147,75.69249288456655,1,0,2.1992367803176522,1
2024-01-01 02:00:00,40.77319939418114,-73.9093745419479,0,2024-01-01 02:00:00,40.77,-73.91,4.0,0.9753114120847632,1.0,41.4440331229724,71.77383561144862,2,0,4.536450367362439,1
2024-01-01 03:00:00,40.7598658484197,-73.97504538001505,0,2024-01-01 03:00:00,40.76,-73.98,2.0,0.4240539117376534,0.0,52.03682605257829,44.33572902467152,3,0,1.1737320367671114,1
2024-01-01 04:00:00,40.715601864044245,-73.97280502738714,0,2024-01-01 04:00:00,40.72,-73.97,3.0,0.5300806194218223,1.0,27.64503540369564,37.11440598245703,4,0,3.196243505985172,1
2024-01-01 05:00:00,40.71559945203362,-73.9240601737582,0,2024-01-01 05:00:00,40.72,-73.92,4.0,0.4197555768132304,0.0,57.01795949517358,82.24995727712101,5,0,6.070291797461966,1
2024-01-01 06:00:00,40.705808361216825,-73.95502601575495,1,2024-01-01 06:00:00,40.71,-73.96,3.0,0.7142605571045801,2.0,72.2410298214278,30.352774160547057,6,0,4.6571766013513605,1
2024-01-01 07:00:00,40.78661761457749,-73.92232894430448,0,2024-01-01 07:00:00,40.79,-73.92,0.0,0.6960089424966337,5.0,40.33627708829147,53.28578542206117,7,0,2.7641442039211985,1
2024-01-01 08:00:00,40.76011150117432,-73.99346338424357,0,2024-01-01 08:00:00,40.76,-73.99,3.0,0.7437900794762221,7.0,42.25334813965136,46.65675017768001,8,0,1.5969316641172977,1
2024-01-01 09:00:00,40.7708072577796,-73.95124288063266,0,2024-01-01 09:00:00,40.77,-73.95,1.0,0.3413289066507288,2.0,83.14812690547035,64.22257202092942,9,0,3.247771006712091,1
2024-01-01 10:00:00,40.70205844942959,-73.99663863998167,0,2024-01-01 10:00:00,40.7,-74.0,1.0,0.3841016330476594,9.0,20.77727917603828,45.030506153150085,10,0,1.431181037760033,1
2024-01-01 11:00:00,40.7969909852162,-73.99373467965447,0,2024-01-01 11:00:00,40.8,-73.99,4.0,0.2127261079865871,8.0,67.73530314125728,48.67232155969848,11,0,3.696580071528507,1
2024-01-01 12:00:00,40.78324426408004,-73.90935625466557,0,2024-01-01 12:00:00,40.78,-73.91,3.0,0.6899589746615014,9.0,49.54134762062127,81.00239129959161,12,0,3.895964489005832,1
2024-01-01 13:00:00,40.72123391106783,-73.98607546288824,0,2024-01-01 13:00:00,40.72,-73.99,4.0,0.1358174146020873,4.0,42.37853851711017,66.19132940427113,13,0,2.371957478139625,1
2024-01-01 14:00:00,40.71818249672072,-73.94675793177248,1,2024-01-01 14:00:00,40.72,-73.95,2.0,0.6379141019711132,6.0,69.31953741829079,38.7409516397621,14,0,4.512434443942979,1
2024-01-01 15:00:00,40.71834045098535,-73.95889043973993,0,2024-01-01 15:00:00,40.72,-73.96,1.0,0.8827262963664705,7.0,82.60013913422789,73.58829260974989,15,0,3.9441899801867497,1
2024-01-01 16:00:00,40.73042422429595,-73.96526566737411,0,2024-01-01 16:00:00,40.73,-73.97,4.0,0.9017489334606702,2.0,61.87940872465053,42.44755208879271,16,0,2.5058183209250737,1
2024-01-01 17:00:00,40.75247564316322,-73.91001666543127,1,2024-01-01 17:00:00,40.75,-73.91,2.0,0.5041339843329655,1.0,22.3320966457292,55.980295806748806,17,0,5.901526790437395,1
2024-01-01 18:00:00,40.74319450186421,-73.99781766032245,0,2024-01-01 18:00:00,40.74,-74.0,4.0,0.5133733193917664,1.0,54.605089311918206,68.7964342103576,18,0,1.6809584414055767,1
2024-01-01 19:00:00,40.72912291401981,-73.93362103138244,0,2024-01-01 19:00:00,40.73,-73.93,3.0,0.1692722647072156,4.0,54.70699556704798,46.31577224744923,19,0,4.545022744949715,1
2024-01-01 20:00:00,40.76118528947224,-73.90366055657866,0,2024-01-01 20:00:00,40.76,-73.9,3.0,0.7036885228987322,0.0,60.78488711034559,53.04640888054753,20,0,5.818181806728204,1
2024-01-01 21:00:00,40.71394938606521,-73.94398318165382,0,2024-01-01 21:00:00,40.71,-73.94,3.0,0.839133478335561,1.0,70.32191757826642,74.04897583824905,21,0,5.027838046865149,1
2024-01-01 22:00:00,40.72921446485352,-73.9063177537967,0,2024-01-01 22:00:00,40.73,-73.91,3.0,0.3201895491442417,8.0,21.44888026507553,86.27465720546061,22,0,6.624066553109981,1
2024-01-01 23:00:00,40.73663618432937,-73.99477421207139,0,2024-01-01 23:00:00,40.74,-73.99,0.0,0.4791707934700282,6.0,57.65094682998129,61.75470341756838,23,0,1.9383898689689474,1
2024-01-02 00:00:00,40.74560699842171,-73.95812066809259,1,2024-01-02 00:00:00,40.75,-73.96,2.0,0.8549554030887433,5.0,64.1230827035443,30.598258293397365,0,1,1.9067506742529512,1
2024-01-02 01:00:00,40.7785175961393,-73.9739842209038,0,2024-01-02 01:00:00,40.78,-73.97,2.0,0.8894084208960592,8.0,45.751503981203896,50.30782507450983,1,1,3.127797616451265,1
2024-01-02 02:00:00,40.71996737821584,-73.92691790350193,0,2024-01-02 02:00:00,40.72,-73.93,3.0,0.3188619822378034,6.0,70.12739199428248,53.91806009073207,2,1,5.581702865284561,1
2024-01-02 03:00:00,40.75142344384136,-73.90187029095028,0,2024-01-02 03:00:00,40.75,-73.9,0.0,0.5955135710872278,4.0,37.11332878468784,50.35041720013464,3,1,6.583274564050872,1
2024-01-02 04:00:00,40.7592414568862,-73.97434699375557,0,2024-01-02 04:00:00,40.76,-73.97,3.0,0.2732438355722443,8.0,43.80292498005887,56.17613166693376,4,1,1.1325624978937332,1
2024-01-02 05:00:00,40.704645041272,-73.9345825398526,0,2024-01-02 05:00:00,40.7,-73.93,0.0,0.1916908877256009,5.0,92.20665105682446,67.95997522910397,5,1,6.330985386472969,1
2024-01-02 06:00:00,40.76075448519014,-73.98019023672403,0,2024-01-02 06:00:00,40.76,-73.98,3.0,0.9200084512527618,5.0,46.10527781458551,37.26768161986519,6,1,1.1959515423272837,1
2024-01-02 07:00:00,40.71705241236873,-73.94346697454284,0,2024-01-02 07:00:00,40.72,-73.94,1.0,0.8384567538088983,3.0,45.98756655243088,46.35783053205033,7,1,4.78511929840541,1
2024-01-02 08:00:00,40.70650515929853,-73.95360675133117,1,2024-01-02 08:00:00,40.71,-73.95,1.0,0.7840314116228565,0.0,64.67604768673365,60.458885161057474,8,1,4.769259436910413,1
2024-01-02 09:00:00,40.79488855372533,-73.90279946703686,0,2024-01-02 09:00:00,40.79,-73.9,4.0,0.1438896869318263,4.0,92.82314973950452,48.9343984907985,9,1,4.013657541641292,1
2024-01-02 10:00:00,40.79656320330745,-73.93914727273035,1,2024-01-02 10:00:00,40.8,-73.94,3.0,0.8593559134392317,8.0,93.73103344647502,89.46512028812157,10,1,0.9902522451998782,1
2024-01-02 11:00:00,40.78083973481164,-73.96504936279132,1,2024-01-02 11:00:00,40.78,-73.97,2.0,0.4942396683148453,7.0,63.4743472757237,55.88588802224929,11,1,2.4787680308956066,1
2024-01-02 12:00:00,40.73046137691734,-73.9885904215112,0,2024-01-02 12:00:00,40.73,-73.99,4.0,0.4081556109662737,7.0,20.08152648536994,82.18794921553297,12,1,2.2899723263463345,1
2024-01-02 13:00:00,40.70976721140064,-73.98487531712651,1,2024-01-02 13:00:00,40.71,-73.98,1.0,0.5918287249228388,4.0,87.54924130762997,83.79059013683187,13,1,2.1178720398655924,1
2024-01-02 14:00:00,40.768423302651215,-73.97746830700488,1,2024-01-02 14:00:00,40.77,-73.98,3.0,0.1822179184512002,8.0,62.76784734327861,80.160419983341,14,1,2.059645487743489,1
2024-01-02 15:00:00,40.74401524937396,-73.97490333386597,0,2024-01-02 15:00:00,40.74,-73.97,4.0,0.7809818944171589,2.0,47.44973062174519,32.81389445671007,15,1,0.7919571964504105,1
2024-01-02 16:00:00,40.71220382348448,-73.9149383942159,1,2024-01-02 16:00:00,40.71,-73.91,3.0,0.6241915691994663,2.0,82.18963557619537,86.86480389680108,16,1,6.907771414279817,1
2024-01-02 17:00:00,40.74951769101113,-73.94387772117175,0,2024-01-02 17:00:00,40.75,-73.94,1.0,0.2679310871858508,0.0,49.98743445126538,37.72455372799062,17,1,3.043329825535467,1
2024-01-02 18:00:00,40.703438852111525,-73.94766090886256,0,2024-01-02 18:00:00,40.7,-73.95,4.0,0.269408979792141,8.0,22.55333796501985,32.06421766285767,18,1,5.305103273166716,1
2024-01-02 19:00:00,40.79093204020788,-73.98852311281308,1,2024-01-02 19:00:00,40.79,-73.99,1.0,0.2658237864154068,5.0,81.58041672927641,54.86217647439345,19,1,3.3960084302507605,1
2024-01-02 20:00:00,40.72587799816,-73.91398603066506,0,2024-01-02 20:00:00,40.73,-73.91,0.0,0.1513021487967406,1.0,60.93945507648217,41.678041965471365,20,1,6.174838835343587,1
2024-01-02 21:00:00,40.7662522284354,-73.92771856967916,0,2024-01-02 21:00:00,40.77,-73.93,1.0,0.6290186044345163,7.0,45.36076536681472,41.05179177979417,21,1,4.195380468135152,1
2024-01-02 22:00:00,40.731171107608944,-73.99323316381,0,2024-01-02 22:00:00,40.73,-73.99,3.0,0.8563133598296573,8.0,38.81692822653884,47.26917680256904,22,1,2.372014536914829,1
2024-01-02 23:00:00,40.75200680211778,-73.92921649027703,1,2024-01-02 23:00:00,40.75,-73.93,2.0,0.1157483925886497,8.0,64.53480945615692,44.90433631481129,23,1,4.283621452203768,1
2024-01-03 00:00:00,40.75467102793433,-73.94564617826573,1,2024-01-03 00:00:00,40.75,-73.95,1.0,0.1441041804741462,1.0,35.60371611688251,71.08772412900919,0,2,2.9400171525848853,1
2024-01-03 01:00:00,40.71848544555255,-73.99182746542532,0,2024-01-03 01:00:00,40.72,-73.99,2.0,0.6154932490182512,1.0,44.28881649177524,41.2066383981642,1,2,1.7989314086141768,1
2024-01-03 02:00:00,40.79695846277645,-73.95416993584713,1,2024-01-03 02:00:00,40.8,-73.95,0.0,0.8375461168474471,6.0,67.73977320604877,62.58709831183551,2,2,0.48743041859698005,1
2024-01-03 03:00:00,40.77751328233611,-73.95153037128699,0,2024-01-03 03:00:00,40.78,-73.95,4.0,0.3940650015117702,3.0,86.1158337804449,89.18559276861178,3,2,2.503726090955547,1
2024-01-03 04:00:00,40.79394989415642,-73.98342254598367,0,2024-01-03 04:00:00,40.79,-73.98,4.0,0.41465295892695,0.0,59.96677462936991,55.94294525737733,4,2,2.892751864255393,1
